ID,Title,Difficulty,Category,Topics,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topic Categories
69,Find Median from Data Stream,HARD,Data Stream,"Data Stream, Design, Heap (Priority Queue), Heap / Priority Queue, Queue, Sorting, Two Pointers",15,"Amazon, Apple, Citadel, Flipkart, Goldman Sachs, Google, Meta, Microsoft, NVIDIA, Oracle, PayPal, Salesforce, Snowflake, Spotify, Uber",60.0,53.28%,https://leetcode.com/problems/find-median-from-data-stream,"Queue, Heap / Priority Queue, Sorting, Two Pointers, Design"
70,N-Queens,HARD,Array,"Array, Backtracking",15,"Adobe, Amazon, Apple, Bloomberg, Citadel, Goldman Sachs, Google, IBM, Meta, Microsoft, Oracle, Salesforce, Snowflake, Uber, Yahoo",25.2,0.7281704967757537,https://leetcode.com/problems/n-queens,"Array, Backtracking"
71,Reverse Nodes in k-Group,HARD,Linked List,"Linked List, Recursion",15,"Adobe, Amazon, Apple, Bloomberg, DEShaw, Google, Meta, Microsoft, Qualcomm, Salesforce, Snowflake, Tesla, Visa, Walmart, Yahoo",43.8,0.630436472551844,https://leetcode.com/problems/reverse-nodes-in-k-group,"Linked List, Recursion"
72,Sqrt(x),EASY,Binary Search,"Binary Search, Math",14,"Adobe, Amazon, Apple, Bloomberg, Citadel, Goldman Sachs, Google, Linkedln, Meta, Microsoft, NVIDIA, Oracle, Uber, Yahoo",51.7,0.4037181467115527,https://leetcode.com/problems/sqrtx,"Binary Search, Math"
73,Binary Tree Zigzag Level Order Traversal,MEDIUM,BFS,"BFS, Binary Tree, Breadth-First Search, Tree",14,"Adobe, Amazon, Bloomberg, ByteDance, Citadel, Flipkart, Google, Intuit, Linkedln, Meta, Microsoft, Oracle, ServiceNow, Walmart",42.9,0.6168283891746636,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,"Tree, BFS"
74,Copy List with Random Pointer,MEDIUM,Hash Table,"Hash Table, Linked List",14,"Amazon, Bloomberg, Flipkart, Google, Intel, Meta, Microsoft, Morgan Stanley, NVIDIA, Oracle, Snowflake, Uber, Walmart, Yahoo",71.8,60.54%,https://leetcode.com/problems/copy-list-with-random-pointer,"Hash Table, Linked List"
75,Rotate Array,MEDIUM,Array,"Array, Math, Two Pointers",14,"Amazon, Apple, Bloomberg, Flipkart, Goldman Sachs, Google, IBM, Meta, Microsoft, Netflix, Oracle, ServiceNow, Visa, Walmart",34.1,43.02%,https://leetcode.com/problems/rotate-array,"Array, Math, Two Pointers"
76,Search a 2D Matrix,MEDIUM,Array,"Array, Binary Search, Matrix",14,"Adobe, Amazon, Apple, Bloomberg, Cisco, Goldman Sachs, Google, Meta, Microsoft, Oracle, Snap, Visa, Walmart, Yahoo",33.9,0.5228958306958686,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix"
77,Binary Tree Maximum Path Sum,HARD,Binary Tree,"Binary Tree, DFS, Depth-First Search, Dynamic Programming, Tree",14,"Amazon, Citadel, Flipkart, Google, Intuit, Meta, Microsoft, NVIDIA, Oracle, PayPal, Salesforce, Snap, Uber, Walmart",56.1,41.22%,https://leetcode.com/problems/binary-tree-maximum-path-sum,"Tree, Dynamic Programming, DFS"
78,Largest Rectangle in Histogram,HARD,Array,"Array, Monotonic Stack, Stack",14,"Adobe, Amazon, Apple, Bloomberg, Cisco, DEShaw, Flipkart, Google, Meta, Microsoft, Uber, Walmart, Yahoo, Zomato",43.8,0.4737769446459488,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack"
79,Linked List Cycle,EASY,Hash Table,"Hash Table, Linked List, Two Pointers",13,"Amazon, Bloomberg, Cisco, DEShaw, Goldman Sachs, Intel, Microsoft, NVIDIA, Oracle, Qualcomm, Uber, Walmart, Yahoo",28.9,52.57%,https://leetcode.com/problems/linked-list-cycle,"Hash Table, Linked List, Two Pointers"
80,Pascal's Triangle,EASY,Array,"Array, Dynamic Programming",13,"Amazon, Apple, Bloomberg, Cisco, Deolite, Goldman Sachs, Google, JP Morgan, Meta, Oracle, Twitter, Uber, Yahoo",50.9,77.02%,https://leetcode.com/problems/pascals-triangle,"Array, Dynamic Programming"
81,Decode String,MEDIUM,Recursion,"Recursion, Stack, String",13,"Amazon, Apple, Bloomberg, ByteDance, Cisco, Goldman Sachs, Google, Intuit, Meta, Ola, Oracle, Salesforce, Walmart",40.6,61.15%,https://leetcode.com/problems/decode-string,"String, Stack, Recursion"
82,Find Peak Element,MEDIUM,Array,"Array, Binary Search",13,"Bloomberg, Databricks, Flipkart, Goldman Sachs, Google, Meta, Microsoft, NVIDIA, Oracle, PayPal, ServiceNow, Snap, Visa",63.5,0.4650922426070062,https://leetcode.com/problems/find-peak-element,"Array, Binary Search"
83,Koko Eating Bananas,MEDIUM,Array,"Array, Binary Search",13,"Amazon, Atlassian, Citadel, DEShaw, Flipkart, Google, Linkedln, Meta, Microsoft, Netflix, Oracle, PayPal, Walmart",79.2,49.07%,https://leetcode.com/problems/koko-eating-bananas,"Array, Binary Search"
84,Reverse Words in a String,MEDIUM,String,"String, Two Pointers",13,"Apple, Bloomberg, Cisco, Deolite, Google, Intel, Meta, Microsoft, Morgan Stanley, Snap, Uber, Visa, Walmart",47.9,0.5191327244735617,https://leetcode.com/problems/reverse-words-in-a-string,"String, Two Pointers"
85,String to Integer (atoi),MEDIUM,String,String,13,"Adobe, Amazon, Apple, Bloomberg, Databricks, Goldman Sachs, Google, Meta, Microsoft, NVIDIA, Qualcomm, Uber, Yahoo",42.9,0.1922941979541227,https://leetcode.com/problems/string-to-integer-atoi,String
86,Longest Valid Parentheses,HARD,Dynamic Programming,"Dynamic Programming, Stack, String",13,"Adobe, Amazon, Bloomberg, DEShaw, Google, Intuit, Linkedln, Meta, Microsoft, Oracle, Salesforce, Uber, Yahoo",34.8,0.3631311456770452,https://leetcode.com/problems/longest-valid-parentheses,"String, Dynamic Programming, Stack"
87,Maximal Rectangle,HARD,Array,"Array, Dynamic Programming, Matrix, Monotonic Stack, Stack",13,"Adobe, Amazon, Apple, Bloomberg, DEShaw, Flipkart, Google, Intuit, Meta, Microsoft, Oracle, Uber, Yahoo",18.2,0.5370845822665518,https://leetcode.com/problems/maximal-rectangle,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
88,Regular Expression Matching,HARD,Dynamic Programming,"Dynamic Programming, Recursion, String",13,"Amazon, Apple, Bloomberg, ByteDance, Citadel, Google, Meta, Microsoft, Oracle, Snowflake, Twitter, Uber, Yahoo",56.5,29.28%,https://leetcode.com/problems/regular-expression-matching,"String, Dynamic Programming, Recursion"
89,Sudoku Solver,HARD,Array,"Array, Backtracking, Hash Table, Matrix",13,"Adobe, Amazon, Apple, Bloomberg, Citadel, Google, Intuit, Meta, Microsoft, Oracle, Snap, Uber, Yahoo",38.3,0.6390866531877745,https://leetcode.com/problems/sudoku-solver,"Array, Hash Table, Backtracking, Matrix"
90,Happy Number,EASY,Hash Table,"Hash Table, Math, Two Pointers",12,"Amazon, Apple, BlackRock, Cisco, Google, IBM, JP Morgan, Microsoft, PayPal, Snowflake, Swiggy, Twitter",40.6,58.07%,https://leetcode.com/problems/happy-number,"Hash Table, Math, Two Pointers"
91,Valid Anagram,EASY,Hash Table,"Hash Table, Sorting, String",12,"Amazon, Atlassian, BlackRock, Bloomberg, Goldman Sachs, Google, Microsoft, Oracle, PayPal, Tesla, Visa, Walmart",48.4,66.66%,https://leetcode.com/problems/valid-anagram,"String, Hash Table, Sorting"
92,Valid Palindrome,EASY,String,"String, Two Pointers",12,"Amazon, Apple, Bloomberg, Cisco, Google, Intel, Meta, ServiceNow, Spotify, Uber, Visa, Yahoo",40.2,50.96%,https://leetcode.com/problems/valid-palindrome,"String, Two Pointers"
93,4Sum,MEDIUM,Array,"Array, Sorting, Two Pointers",12,"Adobe, Amazon, Apple, Bloomberg, DEShaw, Google, Meta, Microsoft, NVIDIA, ServiceNow, Uber, Yahoo",41.2,0.3821900891354193,https://leetcode.com/problems/4sum,"Array, Sorting, Two Pointers"
94,Maximum Product Subarray,MEDIUM,Array,"Array, Dynamic Programming",12,"Adobe, Amazon, DEShaw, Goldman Sachs, Google, Linkedln, NVIDIA, Oracle, PayPal, ServiceNow, Uber, Yahoo",92.0,0.3494161479461919,https://leetcode.com/problems/maximum-product-subarray,"Array, Dynamic Programming"
95,Rotate List,MEDIUM,Linked List,"Linked List, Two Pointers",12,"Adobe, Amazon, Apple, Bloomberg, Google, Linkedln, Meta, Microsoft, Morgan Stanley, NVIDIA, Oracle, Yahoo",30.6,0.3994476663735721,https://leetcode.com/problems/rotate-list,"Linked List, Two Pointers"
96,Simplify Path,MEDIUM,Stack,"Stack, String",12,"Adobe, Amazon, Apple, Bloomberg, Citadel, Meta, Microsoft, Oracle, Snowflake, Tesla, Visa, Yahoo",25.2,0.4785434600375143,https://leetcode.com/problems/simplify-path,"String, Stack"
97,Subsets,MEDIUM,Array,"Array, Backtracking, Bit Manipulation",12,"Adobe, Amazon, Apple, Bloomberg, ByteDance, IBM, Meta, Microsoft, PayPal, Salesforce, Uber, Yahoo",46.1,0.8087956878508169,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation"
98,Unique Paths II,MEDIUM,Array,"Array, Dynamic Programming, Matrix",12,"Adobe, Amazon, Atlassian, Bloomberg, Cisco, Flipkart, Meta, Microsoft, NVIDIA, Uber, Yahoo, Zomato",30.6,0.4315438505851779,https://leetcode.com/problems/unique-paths-ii,"Array, Dynamic Programming, Matrix"
99,Wildcard Matching,HARD,Dynamic Programming,"Dynamic Programming, Greedy, Recursion, String",12,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Salesforce, Snap, Twitter, Uber, Walmart",41.2,0.2989832621421184,https://leetcode.com/problems/wildcard-matching,"String, Dynamic Programming, Greedy, Recursion"
100,Word Ladder,HARD,BFS,"BFS, Breadth-First Search, Hash Table, String",12,"Adobe, Amazon, Apple, Google, Linkedln, Meta, Microsoft, Salesforce, Snap, Uber, Visa, Yahoo",78.7,0.4281182673737007,https://leetcode.com/problems/word-ladder,"String, Hash Table, BFS"
101,Maximum Depth of Binary Tree,EASY,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Tree",11,"Adobe, Amazon, Apple, Bloomberg, Linkedln, Meta, Microsoft, Qualcomm, Spotify, Uber, Yahoo",30.6,0.7713815272678225,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Tree, BFS, DFS"
102,Plus One,EASY,Array,"Array, Math",11,"Adobe, Amazon, Apple, Bloomberg, Google, Intuit, Meta, Microsoft, Uber, Visa, Yahoo",57.5,0.4754763031468927,https://leetcode.com/problems/plus-one,"Array, Math"
103,Basic Calculator II,MEDIUM,Math,"Math, Stack, String",11,"Amazon, Apple, ByteDance, DEShaw, Google, Meta, ServiceNow, Snap, Snowflake, Tesla, Uber",34.1,45.81%,https://leetcode.com/problems/basic-calculator-ii,"String, Stack, Math"
104,Binary Tree Level Order Traversal,MEDIUM,BFS,"BFS, Binary Tree, Breadth-First Search, Tree",11,"Adobe, Amazon, Apple, Bloomberg, Google, Intuit, Linkedln, Meta, Microsoft, Uber, Yahoo",17.4,0.7059657203049214,https://leetcode.com/problems/binary-tree-level-order-traversal,"Tree, BFS"
105,Combination Sum II,MEDIUM,Array,"Array, Backtracking",11,"Adobe, Amazon, Bloomberg, ByteDance, Meta, Microsoft, Oracle, Snap, Tesla, Uber, Walmart",50.0,0.5767453180420465,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking"
106,Construct Binary Tree from Preorder and Inorder Traversal,MEDIUM,Array,"Array, Binary Tree, Divide and Conquer, Hash Table, Tree",11,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Salesforce, Snowflake, Tesla, Yahoo",46.1,0.6683774773521286,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,"Array, Tree, Hash Table, Divide and Conquer"
107,Find Minimum in Rotated Sorted Array,MEDIUM,Array,"Array, Binary Search",11,"Cisco, Goldman Sachs, Google, IBM, Meta, Microsoft, PayPal, ServiceNow, Tesla, Uber, Yahoo",34.3,0.526482393510494,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,"Array, Binary Search"
108,Gas Station,MEDIUM,Array,"Array, Greedy",11,"Amazon, Apple, Bloomberg, Cisco, Flipkart, Goldman Sachs, IBM, Microsoft, Oracle, ServiceNow, Yahoo",42.3,46.38%,https://leetcode.com/problems/gas-station,"Array, Greedy"
109,Insert Interval,MEDIUM,Array,Array,11,"Adobe, Amazon, Apple, Bloomberg, Google, Linkedln, Meta, Microsoft, Oracle, Uber, Yahoo",38.3,0.4347364546603863,https://leetcode.com/problems/insert-interval,Array
110,Lowest Common Ancestor of a Binary Tree,MEDIUM,Binary Tree,"Binary Tree, DFS, Depth-First Search, Tree",11,"Amazon, Apple, Atlassian, Flipkart, Google, Intuit, Linkedln, Meta, Microsoft, Oracle, Salesforce",72.7,66.75%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,"Tree, DFS"
111,Maximal Square,MEDIUM,Array,"Array, Dynamic Programming, Matrix",11,"ByteDance, Citadel, DEShaw, Goldman Sachs, Google, NVIDIA, Oracle, PayPal, Salesforce, ServiceNow, Walmart",63.6,0.4876133314788993,https://leetcode.com/problems/maximal-square,"Array, Dynamic Programming, Matrix"
112,Remove Nth Node From End of List,MEDIUM,Linked List,"Linked List, Two Pointers",11,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, NVIDIA, Qualcomm, Uber, Yahoo",40.3,0.4896105904273307,https://leetcode.com/problems/remove-nth-node-from-end-of-list,"Linked List, Two Pointers"
113,Swap Nodes in Pairs,MEDIUM,Linked List,"Linked List, Recursion",11,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, PayPal, Qualcomm, Snowflake, Uber",43.8,0.6720136828647639,https://leetcode.com/problems/swap-nodes-in-pairs,"Linked List, Recursion"
114,LFU Cache,HARD,Design,"Design, Doubly-Linked List, Hash Table, Linked List",11,"Amazon, Citadel, Google, Oracle, PayPal, Salesforce, ServiceNow, Uber, Visa, Walmart, Zomato",64.0,46.61%,https://leetcode.com/problems/lfu-cache,"Hash Table, Linked List, Design"
115,Sliding Window Maximum,HARD,Array,"Array, Heap (Priority Queue), Heap / Priority Queue, Monotonic Queue, Queue, Sliding Window",11,"Amazon, Cisco, Citadel, DEShaw, Flipkart, Goldman Sachs, Google, Microsoft, Oracle, ServiceNow, Visa",50.9,47.6%,https://leetcode.com/problems/sliding-window-maximum,"Array, Queue, Heap / Priority Queue, Sliding Window"
116,Contains Duplicate,EASY,Array,"Array, Hash Table, Sorting",10,"Amazon, Bloomberg, DEShaw, Google, JP Morgan, Meta, Microsoft, Netflix, Palantir, Visa",50.9,63.24%,https://leetcode.com/problems/contains-duplicate,"Array, Hash Table, Sorting"
117,Find the Index of the First Occurrence in a String,EASY,String,"String, String Matching, Two Pointers",10,"Adobe, Amazon, Apple, Bloomberg, Google, IBM, Meta, Microsoft, Uber, Yahoo",45.2,0.4497159539277782,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"String, Two Pointers"
118,First Unique Character in a String,EASY,Counting,"Counting, Hash Table, Queue, String",10,"Amazon, Apple, Bloomberg, Goldman Sachs, Google, Oracle, PayPal, Qualcomm, ServiceNow, Walmart",38.6,63.7%,https://leetcode.com/problems/first-unique-character-in-a-string,"String, Hash Table, Queue"
119,Same Tree,EASY,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Tree",10,"Adobe, Amazon, Apple, Bloomberg, Flipkart, Google, Linkedln, Meta, Microsoft, Yahoo",34.8,0.6512685923910883,https://leetcode.com/problems/same-tree,"Tree, BFS, DFS"
120,3Sum Closest,MEDIUM,Array,"Array, Sorting, Two Pointers",10,"Adobe, Amazon, Apple, Bloomberg, Flipkart, Google, Meta, Microsoft, Uber, Yahoo",41.2,0.468869600214817,https://leetcode.com/problems/3sum-closest,"Array, Sorting, Two Pointers"
121,Minimum Path Sum,MEDIUM,Array,"Array, Dynamic Programming, Matrix",10,"Amazon, Apple, Bloomberg, Goldman Sachs, Google, Meta, Microsoft, Salesforce, Uber, Yahoo",44.3,66.48%,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix"
122,Populating Next Right Pointers in Each Node,MEDIUM,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Linked List, Tree",10,"Apple, Citadel, Flipkart, Google, Meta, Oracle, Salesforce, ServiceNow, Snowflake, Walmart",16.7,0.6544147769490073,https://leetcode.com/problems/populating-next-right-pointers-in-each-node,"Tree, Linked List, BFS, DFS"
123,Random Pick with Weight,MEDIUM,Array,"Array, Binary Search, Math, Prefix Sum, Randomized",10,"Amazon, Google, Linkedln, Meta, Netflix, PayPal, Snap, Snowflake, Twitter, Uber",28.4,48.28%,https://leetcode.com/problems/random-pick-with-weight,"Array, Binary Search, Math, Prefix Sum"
124,Reverse Linked List II,MEDIUM,Linked List,Linked List,10,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, NVIDIA, Uber, Yahoo",43.8,0.495917143135072,https://leetcode.com/problems/reverse-linked-list-ii,Linked List
125,Basic Calculator,HARD,Math,"Math, Recursion, Stack, String",10,"Amazon, ByteDance, Citadel, DEShaw, Google, Microsoft, Oracle, Snowflake, Tesla, Uber",58.2,45.59%,https://leetcode.com/problems/basic-calculator,"String, Stack, Recursion, Math"
126,Maximum Profit in Job Scheduling,HARD,Array,"Array, Binary Search, Dynamic Programming, Sorting",10,"Amazon, DEShaw, Databricks, Flipkart, Goldman Sachs, Linkedln, PayPal, Snowflake, Swiggy, Walmart",50.9,54.42%,https://leetcode.com/problems/maximum-profit-in-job-scheduling,"Array, Binary Search, Dynamic Programming, Sorting"
127,Serialize and Deserialize Binary Tree,HARD,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Design, String, Tree",10,"Amazon, Apple, Citadel, Intuit, Linkedln, Microsoft, NVIDIA, Qualcomm, Salesforce, Tesla",50.8,58.97%,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,"String, Tree, BFS, DFS, Design"
128,Add Binary,EASY,Bit Manipulation,"Bit Manipulation, Math, Simulation, String",9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Uber, Walmart",34.8,0.5567702663015909,https://leetcode.com/problems/add-binary,"String, Bit Manipulation, Math, Simulation"
129,Length of Last Word,EASY,String,String,9,"Adobe, Amazon, Apple, Bloomberg, Meta, Microsoft, Qualcomm, Uber, Yahoo",43.8,0.5631924456525931,https://leetcode.com/problems/length-of-last-word,String
130,Missing Number,EASY,Array,"Array, Binary Search, Bit Manipulation, Hash Table, Math, Sorting",9,"Amazon, Apple, Bloomberg, Cisco, Goldman Sachs, Google, Microsoft, NVIDIA, Tesla",50.8,70.07%,https://leetcode.com/problems/missing-number,"Array, Binary Search, Hash Table, Sorting, Bit Manipulation, Math"
131,Remove Element,EASY,Array,"Array, Two Pointers",9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Uber, Yahoo",64.4,0.600316358048653,https://leetcode.com/problems/remove-element,"Array, Two Pointers"
132,Search Insert Position,EASY,Array,"Array, Binary Search",9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Uber, Yahoo",46.1,0.4901243579627091,https://leetcode.com/problems/search-insert-position,"Array, Binary Search"
133,Single Number,EASY,Array,"Array, Bit Manipulation",9,"Amazon, Cisco, Google, Meta, Microsoft, NVIDIA, Palantir, Qualcomm, Yahoo",50.9,75.97%,https://leetcode.com/problems/single-number,"Array, Bit Manipulation"
134,Symmetric Tree,EASY,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Tree",9,"Adobe, Amazon, Apple, Bloomberg, Google, Linkedln, Meta, Microsoft, Yahoo",38.3,0.5927867908424697,https://leetcode.com/problems/symmetric-tree,"Tree, BFS, DFS"
135,Binary Tree Right Side View,MEDIUM,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Tree",9,"Bloomberg, Flipkart, Google, JP Morgan, Meta, Oracle, ServiceNow, Uber, Walmart",34.2,0.6704251629092013,https://leetcode.com/problems/binary-tree-right-side-view,"Tree, BFS, DFS"
136,Divide Two Integers,MEDIUM,Bit Manipulation,"Bit Manipulation, Math",9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Uber, Yahoo",46.1,0.1839697508503305,https://leetcode.com/problems/divide-two-integers,"Bit Manipulation, Math"
137,Evaluate Division,MEDIUM,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Shortest Path, String, Union Find",9,"Amazon, BlackRock, Bloomberg, Citadel, Google, Snap, Snowflake, Stripe, Uber",40.6,63.15%,https://leetcode.com/problems/evaluate-division,"Array, String, Graph, BFS, DFS, Union Find"
138,Interleaving String,MEDIUM,Dynamic Programming,"Dynamic Programming, String",9,"Amazon, Apple, DEShaw, Goldman Sachs, Google, Microsoft, Uber, Walmart, Yahoo",28.1,42.18%,https://leetcode.com/problems/interleaving-string,"String, Dynamic Programming"
139,Multiply Strings,MEDIUM,Math,"Math, Simulation, String",9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Twitter, Uber",18.2,0.4228943914738829,https://leetcode.com/problems/multiply-strings,"String, Math, Simulation"
140,Palindromic Substrings,MEDIUM,Dynamic Programming,"Dynamic Programming, String, Two Pointers",9,"Cisco, Citadel, Goldman Sachs, Linkedln, Meta, Oracle, PayPal, Salesforce, Walmart",34.3,0.7167859571435372,https://leetcode.com/problems/palindromic-substrings,"String, Dynamic Programming, Two Pointers"
