Title,Difficulty,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topics,Topic Categories
Sqrt(x),EASY,14,"Adobe, Amazon, Apple, Bloomberg, Citadel, Goldman Sachs, Google, Linkedln, Meta, Microsoft, NVIDIA, Oracle, Uber, Yahoo",51.7,0.4037181467115527,https://leetcode.com/problems/sqrtx,"Binary Search, Math","Binary Search, Math"
Binary Tree Zigzag Level Order Traversal,MEDIUM,14,"Adobe, Amazon, Bloomberg, ByteDance, Citadel, Flipkart, Google, Intuit, Linkedln, Meta, Microsoft, Oracle, ServiceNow, Walmart",42.9,0.6168283891746636,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,"Binary Tree, Breadth-First Search, Tree","Tree, BFS"
Copy List with Random Pointer,MEDIUM,14,"Amazon, Bloomberg, Flipkart, Google, Intel, Meta, Microsoft, Morgan Stanley, NVIDIA, Oracle, Snowflake, Uber, Walmart, Yahoo",71.8,60.54%,https://leetcode.com/problems/copy-list-with-random-pointer,"Hash Table, Linked List","Hash Table, Linked List"
Rotate Array,MEDIUM,14,"Amazon, Apple, Bloomberg, Flipkart, Goldman Sachs, Google, IBM, Meta, Microsoft, Netflix, Oracle, ServiceNow, Visa, Walmart",34.1,43.02%,https://leetcode.com/problems/rotate-array,"Array, Math, Two Pointers","Array, Math, Two Pointers"
Search a 2D Matrix,MEDIUM,14,"Adobe, Amazon, Apple, Bloomberg, Cisco, Goldman Sachs, Google, Meta, Microsoft, Oracle, Snap, Visa, Walmart, Yahoo",33.9,0.5228958306958686,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix","Array, Binary Search, Matrix"
Binary Tree Maximum Path Sum,HARD,14,"Amazon, Citadel, Flipkart, Google, Intuit, Meta, Microsoft, NVIDIA, Oracle, PayPal, Salesforce, Snap, Uber, Walmart",56.1,41.22%,https://leetcode.com/problems/binary-tree-maximum-path-sum,"Binary Tree, Depth-First Search, Dynamic Programming, Tree","Tree, Dynamic Programming, DFS"
Largest Rectangle in Histogram,HARD,14,"Adobe, Amazon, Apple, Bloomberg, Cisco, DEShaw, Flipkart, Google, Meta, Microsoft, Uber, Walmart, Yahoo, Zomato",43.8,0.4737769446459488,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Monotonic Stack, Stack","Array, Stack, Monotonic Stack"
Linked List Cycle,EASY,13,"Amazon, Bloomberg, Cisco, DEShaw, Goldman Sachs, Intel, Microsoft, NVIDIA, Oracle, Qualcomm, Uber, Walmart, Yahoo",28.9,52.57%,https://leetcode.com/problems/linked-list-cycle,"Hash Table, Linked List, Two Pointers","Hash Table, Linked List, Two Pointers"
Pascal's Triangle,EASY,13,"Amazon, Apple, Bloomberg, Cisco, Deolite, Goldman Sachs, Google, JP Morgan, Meta, Oracle, Twitter, Uber, Yahoo",50.9,77.02%,https://leetcode.com/problems/pascals-triangle,"Array, Dynamic Programming","Array, Dynamic Programming"
Decode String,MEDIUM,13,"Amazon, Apple, Bloomberg, ByteDance, Cisco, Goldman Sachs, Google, Intuit, Meta, Ola, Oracle, Salesforce, Walmart",40.6,61.15%,https://leetcode.com/problems/decode-string,"Recursion, Stack, String","String, Stack, Recursion"
Find Peak Element,MEDIUM,13,"Bloomberg, Databricks, Flipkart, Goldman Sachs, Google, Meta, Microsoft, NVIDIA, Oracle, PayPal, ServiceNow, Snap, Visa",63.5,0.4650922426070062,https://leetcode.com/problems/find-peak-element,"Array, Binary Search","Array, Binary Search"
Koko Eating Bananas,MEDIUM,13,"Amazon, Atlassian, Citadel, DEShaw, Flipkart, Google, Linkedln, Meta, Microsoft, Netflix, Oracle, PayPal, Walmart",79.2,49.07%,https://leetcode.com/problems/koko-eating-bananas,"Array, Binary Search","Array, Binary Search"
Reverse Words in a String,MEDIUM,13,"Apple, Bloomberg, Cisco, Deolite, Google, Intel, Meta, Microsoft, Morgan Stanley, Snap, Uber, Visa, Walmart",47.9,0.5191327244735617,https://leetcode.com/problems/reverse-words-in-a-string,"String, Two Pointers","String, Two Pointers"
String to Integer (atoi),MEDIUM,13,"Adobe, Amazon, Apple, Bloomberg, Databricks, Goldman Sachs, Google, Meta, Microsoft, NVIDIA, Qualcomm, Uber, Yahoo",42.9,0.1922941979541227,https://leetcode.com/problems/string-to-integer-atoi,String,String
Longest Valid Parentheses,HARD,13,"Adobe, Amazon, Bloomberg, DEShaw, Google, Intuit, Linkedln, Meta, Microsoft, Oracle, Salesforce, Uber, Yahoo",34.8,0.3631311456770452,https://leetcode.com/problems/longest-valid-parentheses,"Dynamic Programming, Stack, String","String, Dynamic Programming, Stack"
Maximal Rectangle,HARD,13,"Adobe, Amazon, Apple, Bloomberg, DEShaw, Flipkart, Google, Intuit, Meta, Microsoft, Oracle, Uber, Yahoo",18.2,0.5370845822665518,https://leetcode.com/problems/maximal-rectangle,"Array, Dynamic Programming, Matrix, Monotonic Stack, Stack","Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
Regular Expression Matching,HARD,13,"Amazon, Apple, Bloomberg, ByteDance, Citadel, Google, Meta, Microsoft, Oracle, Snowflake, Twitter, Uber, Yahoo",56.5,29.28%,https://leetcode.com/problems/regular-expression-matching,"Dynamic Programming, Recursion, String","String, Dynamic Programming, Recursion"
Sudoku Solver,HARD,13,"Adobe, Amazon, Apple, Bloomberg, Citadel, Google, Intuit, Meta, Microsoft, Oracle, Snap, Uber, Yahoo",38.3,0.6390866531877745,https://leetcode.com/problems/sudoku-solver,"Array, Backtracking, Hash Table, Matrix","Array, Hash Table, Backtracking, Matrix"
Happy Number,EASY,12,"Amazon, Apple, BlackRock, Cisco, Google, IBM, JP Morgan, Microsoft, PayPal, Snowflake, Swiggy, Twitter",40.6,58.07%,https://leetcode.com/problems/happy-number,"Hash Table, Math, Two Pointers","Hash Table, Math, Two Pointers"
Valid Anagram,EASY,12,"Amazon, Atlassian, BlackRock, Bloomberg, Goldman Sachs, Google, Microsoft, Oracle, PayPal, Tesla, Visa, Walmart",48.4,66.66%,https://leetcode.com/problems/valid-anagram,"Hash Table, Sorting, String","String, Hash Table, Sorting"
Valid Palindrome,EASY,12,"Amazon, Apple, Bloomberg, Cisco, Google, Intel, Meta, ServiceNow, Spotify, Uber, Visa, Yahoo",40.2,50.96%,https://leetcode.com/problems/valid-palindrome,"String, Two Pointers","String, Two Pointers"
4Sum,MEDIUM,12,"Adobe, Amazon, Apple, Bloomberg, DEShaw, Google, Meta, Microsoft, NVIDIA, ServiceNow, Uber, Yahoo",41.2,0.3821900891354193,https://leetcode.com/problems/4sum,"Array, Sorting, Two Pointers","Array, Sorting, Two Pointers"
Maximum Product Subarray,MEDIUM,12,"Adobe, Amazon, DEShaw, Goldman Sachs, Google, Linkedln, NVIDIA, Oracle, PayPal, ServiceNow, Uber, Yahoo",92.0,0.3494161479461919,https://leetcode.com/problems/maximum-product-subarray,"Array, Dynamic Programming","Array, Dynamic Programming"
Rotate List,MEDIUM,12,"Adobe, Amazon, Apple, Bloomberg, Google, Linkedln, Meta, Microsoft, Morgan Stanley, NVIDIA, Oracle, Yahoo",30.6,0.3994476663735721,https://leetcode.com/problems/rotate-list,"Linked List, Two Pointers","Linked List, Two Pointers"
Simplify Path,MEDIUM,12,"Adobe, Amazon, Apple, Bloomberg, Citadel, Meta, Microsoft, Oracle, Snowflake, Tesla, Visa, Yahoo",25.2,0.4785434600375143,https://leetcode.com/problems/simplify-path,"Stack, String","String, Stack"
Subsets,MEDIUM,12,"Adobe, Amazon, Apple, Bloomberg, ByteDance, IBM, Meta, Microsoft, PayPal, Salesforce, Uber, Yahoo",46.1,0.8087956878508169,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation","Array, Backtracking, Bit Manipulation"
Unique Paths II,MEDIUM,12,"Adobe, Amazon, Atlassian, Bloomberg, Cisco, Flipkart, Meta, Microsoft, NVIDIA, Uber, Yahoo, Zomato",30.6,0.4315438505851779,https://leetcode.com/problems/unique-paths-ii,"Array, Dynamic Programming, Matrix","Array, Dynamic Programming, Matrix"
Wildcard Matching,HARD,12,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Salesforce, Snap, Twitter, Uber, Walmart",41.2,0.2989832621421184,https://leetcode.com/problems/wildcard-matching,"Dynamic Programming, Greedy, Recursion, String","String, Dynamic Programming, Greedy, Recursion"
Word Ladder,HARD,12,"Adobe, Amazon, Apple, Google, Linkedln, Meta, Microsoft, Salesforce, Snap, Uber, Visa, Yahoo",78.7,0.4281182673737007,https://leetcode.com/problems/word-ladder,"Breadth-First Search, Hash Table, String","String, Hash Table, BFS"
Maximum Depth of Binary Tree,EASY,11,"Adobe, Amazon, Apple, Bloomberg, Linkedln, Meta, Microsoft, Qualcomm, Spotify, Uber, Yahoo",30.6,0.7713815272678225,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Tree, BFS, DFS"
Plus One,EASY,11,"Adobe, Amazon, Apple, Bloomberg, Google, Intuit, Meta, Microsoft, Uber, Visa, Yahoo",57.5,0.4754763031468927,https://leetcode.com/problems/plus-one,"Array, Math","Array, Math"
Basic Calculator II,MEDIUM,11,"Amazon, Apple, ByteDance, DEShaw, Google, Meta, ServiceNow, Snap, Snowflake, Tesla, Uber",34.1,45.81%,https://leetcode.com/problems/basic-calculator-ii,"Math, Stack, String","String, Stack, Math"
Binary Tree Level Order Traversal,MEDIUM,11,"Adobe, Amazon, Apple, Bloomberg, Google, Intuit, Linkedln, Meta, Microsoft, Uber, Yahoo",17.4,0.7059657203049214,https://leetcode.com/problems/binary-tree-level-order-traversal,"Binary Tree, Breadth-First Search, Tree","Tree, BFS"
Combination Sum II,MEDIUM,11,"Adobe, Amazon, Bloomberg, ByteDance, Meta, Microsoft, Oracle, Snap, Tesla, Uber, Walmart",50.0,0.5767453180420465,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking","Array, Backtracking"
Construct Binary Tree from Preorder and Inorder Traversal,MEDIUM,11,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Salesforce, Snowflake, Tesla, Yahoo",46.1,0.6683774773521286,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,"Array, Binary Tree, Divide and Conquer, Hash Table, Tree","Array, Tree, Hash Table, Divide and Conquer"
Find Minimum in Rotated Sorted Array,MEDIUM,11,"Cisco, Goldman Sachs, Google, IBM, Meta, Microsoft, PayPal, ServiceNow, Tesla, Uber, Yahoo",34.3,0.526482393510494,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,"Array, Binary Search","Array, Binary Search"
Gas Station,MEDIUM,11,"Amazon, Apple, Bloomberg, Cisco, Flipkart, Goldman Sachs, IBM, Microsoft, Oracle, ServiceNow, Yahoo",42.3,46.38%,https://leetcode.com/problems/gas-station,"Array, Greedy","Array, Greedy"
Insert Interval,MEDIUM,11,"Adobe, Amazon, Apple, Bloomberg, Google, Linkedln, Meta, Microsoft, Oracle, Uber, Yahoo",38.3,0.4347364546603863,https://leetcode.com/problems/insert-interval,Array,Array
Lowest Common Ancestor of a Binary Tree,MEDIUM,11,"Amazon, Apple, Atlassian, Flipkart, Google, Intuit, Linkedln, Meta, Microsoft, Oracle, Salesforce",72.7,66.75%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,"Binary Tree, Depth-First Search, Tree","Tree, DFS"
Maximal Square,MEDIUM,11,"ByteDance, Citadel, DEShaw, Goldman Sachs, Google, NVIDIA, Oracle, PayPal, Salesforce, ServiceNow, Walmart",63.6,0.4876133314788993,https://leetcode.com/problems/maximal-square,"Array, Dynamic Programming, Matrix","Array, Dynamic Programming, Matrix"
Remove Nth Node From End of List,MEDIUM,11,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, NVIDIA, Qualcomm, Uber, Yahoo",40.3,0.4896105904273307,https://leetcode.com/problems/remove-nth-node-from-end-of-list,"Linked List, Two Pointers","Linked List, Two Pointers"
Swap Nodes in Pairs,MEDIUM,11,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, PayPal, Qualcomm, Snowflake, Uber",43.8,0.6720136828647639,https://leetcode.com/problems/swap-nodes-in-pairs,"Linked List, Recursion","Linked List, Recursion"
LFU Cache,HARD,11,"Amazon, Citadel, Google, Oracle, PayPal, Salesforce, ServiceNow, Uber, Visa, Walmart, Zomato",64.0,46.61%,https://leetcode.com/problems/lfu-cache,"Design, Doubly-Linked List, Hash Table, Linked List","Hash Table, Linked List, Design"
Sliding Window Maximum,HARD,11,"Amazon, Cisco, Citadel, DEShaw, Flipkart, Goldman Sachs, Google, Microsoft, Oracle, ServiceNow, Visa",50.9,47.6%,https://leetcode.com/problems/sliding-window-maximum,"Array, Heap (Priority Queue), Monotonic Queue, Queue, Sliding Window","Array, Queue, Heap / Priority Queue, Sliding Window"
Contains Duplicate,EASY,10,"Amazon, Bloomberg, DEShaw, Google, JP Morgan, Meta, Microsoft, Netflix, Palantir, Visa",50.9,63.24%,https://leetcode.com/problems/contains-duplicate,"Array, Hash Table, Sorting","Array, Hash Table, Sorting"
Find the Index of the First Occurrence in a String,EASY,10,"Adobe, Amazon, Apple, Bloomberg, Google, IBM, Meta, Microsoft, Uber, Yahoo",45.2,0.4497159539277782,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string,"String, String Matching, Two Pointers","String, Two Pointers"
First Unique Character in a String,EASY,10,"Amazon, Apple, Bloomberg, Goldman Sachs, Google, Oracle, PayPal, Qualcomm, ServiceNow, Walmart",38.6,63.7%,https://leetcode.com/problems/first-unique-character-in-a-string,"Counting, Hash Table, Queue, String","String, Hash Table, Queue"
Same Tree,EASY,10,"Adobe, Amazon, Apple, Bloomberg, Flipkart, Google, Linkedln, Meta, Microsoft, Yahoo",34.8,0.6512685923910883,https://leetcode.com/problems/same-tree,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Tree, BFS, DFS"
3Sum Closest,MEDIUM,10,"Adobe, Amazon, Apple, Bloomberg, Flipkart, Google, Meta, Microsoft, Uber, Yahoo",41.2,0.468869600214817,https://leetcode.com/problems/3sum-closest,"Array, Sorting, Two Pointers","Array, Sorting, Two Pointers"
Minimum Path Sum,MEDIUM,10,"Amazon, Apple, Bloomberg, Goldman Sachs, Google, Meta, Microsoft, Salesforce, Uber, Yahoo",44.3,66.48%,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix","Array, Dynamic Programming, Matrix"
Populating Next Right Pointers in Each Node,MEDIUM,10,"Apple, Citadel, Flipkart, Google, Meta, Oracle, Salesforce, ServiceNow, Snowflake, Walmart",16.7,0.6544147769490073,https://leetcode.com/problems/populating-next-right-pointers-in-each-node,"Binary Tree, Breadth-First Search, Depth-First Search, Linked List, Tree","Tree, Linked List, BFS, DFS"
Random Pick with Weight,MEDIUM,10,"Amazon, Google, Linkedln, Meta, Netflix, PayPal, Snap, Snowflake, Twitter, Uber",28.4,48.28%,https://leetcode.com/problems/random-pick-with-weight,"Array, Binary Search, Math, Prefix Sum, Randomized","Array, Binary Search, Math, Prefix Sum"
Reverse Linked List II,MEDIUM,10,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, NVIDIA, Uber, Yahoo",43.8,0.495917143135072,https://leetcode.com/problems/reverse-linked-list-ii,Linked List,Linked List
Basic Calculator,HARD,10,"Amazon, ByteDance, Citadel, DEShaw, Google, Microsoft, Oracle, Snowflake, Tesla, Uber",58.2,45.59%,https://leetcode.com/problems/basic-calculator,"Math, Recursion, Stack, String","String, Stack, Recursion, Math"
Maximum Profit in Job Scheduling,HARD,10,"Amazon, DEShaw, Databricks, Flipkart, Goldman Sachs, Linkedln, PayPal, Snowflake, Swiggy, Walmart",50.9,54.42%,https://leetcode.com/problems/maximum-profit-in-job-scheduling,"Array, Binary Search, Dynamic Programming, Sorting","Array, Binary Search, Dynamic Programming, Sorting"
Serialize and Deserialize Binary Tree,HARD,10,"Amazon, Apple, Citadel, Intuit, Linkedln, Microsoft, NVIDIA, Qualcomm, Salesforce, Tesla",50.8,58.97%,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,"Binary Tree, Breadth-First Search, Depth-First Search, Design, String, Tree","String, Tree, BFS, DFS, Design"
Add Binary,EASY,9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Uber, Walmart",34.8,0.5567702663015909,https://leetcode.com/problems/add-binary,"Bit Manipulation, Math, Simulation, String","String, Bit Manipulation, Math, Simulation"
Length of Last Word,EASY,9,"Adobe, Amazon, Apple, Bloomberg, Meta, Microsoft, Qualcomm, Uber, Yahoo",43.8,0.5631924456525931,https://leetcode.com/problems/length-of-last-word,String,String
Missing Number,EASY,9,"Amazon, Apple, Bloomberg, Cisco, Goldman Sachs, Google, Microsoft, NVIDIA, Tesla",50.8,70.07%,https://leetcode.com/problems/missing-number,"Array, Binary Search, Bit Manipulation, Hash Table, Math, Sorting","Array, Binary Search, Hash Table, Sorting, Bit Manipulation, Math"
Remove Element,EASY,9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Uber, Yahoo",64.4,0.600316358048653,https://leetcode.com/problems/remove-element,"Array, Two Pointers","Array, Two Pointers"
Search Insert Position,EASY,9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Uber, Yahoo",46.1,0.4901243579627091,https://leetcode.com/problems/search-insert-position,"Array, Binary Search","Array, Binary Search"
Single Number,EASY,9,"Amazon, Cisco, Google, Meta, Microsoft, NVIDIA, Palantir, Qualcomm, Yahoo",50.9,75.97%,https://leetcode.com/problems/single-number,"Array, Bit Manipulation","Array, Bit Manipulation"
Symmetric Tree,EASY,9,"Adobe, Amazon, Apple, Bloomberg, Google, Linkedln, Meta, Microsoft, Yahoo",38.3,0.5927867908424697,https://leetcode.com/problems/symmetric-tree,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Tree, BFS, DFS"
Binary Tree Right Side View,MEDIUM,9,"Bloomberg, Flipkart, Google, JP Morgan, Meta, Oracle, ServiceNow, Uber, Walmart",34.2,0.6704251629092013,https://leetcode.com/problems/binary-tree-right-side-view,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Tree, BFS, DFS"
Divide Two Integers,MEDIUM,9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Uber, Yahoo",46.1,0.1839697508503305,https://leetcode.com/problems/divide-two-integers,"Bit Manipulation, Math","Bit Manipulation, Math"
Evaluate Division,MEDIUM,9,"Amazon, BlackRock, Bloomberg, Citadel, Google, Snap, Snowflake, Stripe, Uber",40.6,63.15%,https://leetcode.com/problems/evaluate-division,"Array, Breadth-First Search, Depth-First Search, Graph, Shortest Path, String, Union Find","Array, String, Graph, BFS, DFS, Union Find"
Interleaving String,MEDIUM,9,"Amazon, Apple, DEShaw, Goldman Sachs, Google, Microsoft, Uber, Walmart, Yahoo",28.1,42.18%,https://leetcode.com/problems/interleaving-string,"Dynamic Programming, String","String, Dynamic Programming"
Multiply Strings,MEDIUM,9,"Adobe, Amazon, Apple, Bloomberg, Google, Meta, Microsoft, Twitter, Uber",18.2,0.4228943914738829,https://leetcode.com/problems/multiply-strings,"Math, Simulation, String","String, Math, Simulation"
Palindromic Substrings,MEDIUM,9,"Cisco, Citadel, Goldman Sachs, Linkedln, Meta, Oracle, PayPal, Salesforce, Walmart",34.3,0.7167859571435372,https://leetcode.com/problems/palindromic-substrings,"Dynamic Programming, String, Two Pointers","String, Dynamic Programming, Two Pointers"
Restore IP Addresses,MEDIUM,9,"Adobe, Amazon, Apple, Cisco, Google, Meta, Microsoft, Oracle, Visa",24.4,0.531583393083398,https://leetcode.com/problems/restore-ip-addresses,"Backtracking, String","String, Backtracking"
String Compression,MEDIUM,9,"Amazon, Apple, Bloomberg, Goldman Sachs, IBM, Oracle, Salesforce, ServiceNow, Snap",50.9,58.09%,https://leetcode.com/problems/string-compression,"String, Two Pointers","String, Two Pointers"
Task Scheduler,MEDIUM,9,"Apple, DEShaw, IBM, Intuit, Linkedln, Oracle, Salesforce, Snowflake, Uber",57.2,0.6153909539748507,https://leetcode.com/problems/task-scheduler,"Array, Counting, Greedy, Hash Table, Heap (Priority Queue), Sorting","Array, Hash Table, Queue, Heap / Priority Queue, Sorting, Greedy"
Max Points on a Line,HARD,9,"Cisco, Citadel, Google, Linkedln, Meta, NVIDIA, Oracle, Twitter, Uber",65.3,0.2895514653845652,https://leetcode.com/problems/max-points-on-a-line,"Array, Geometry, Hash Table, Math","Array, Hash Table, Math"
Fizz Buzz,EASY,8,"Amazon, Cisco, Citadel, IBM, JP Morgan, Linkedln, NVIDIA, Oracle",64.0,74.37%,https://leetcode.com/problems/fizz-buzz,"Math, Simulation, String","String, Math, Simulation"
Asteroid Collision,MEDIUM,8,"Amazon, Citadel, Flipkart, Goldman Sachs, NVIDIA, PayPal, Salesforce, ServiceNow",50.8,45.5%,https://leetcode.com/problems/asteroid-collision,"Array, Simulation, Stack","Array, Stack, Simulation"
Count and Say,MEDIUM,8,"Adobe, Amazon, Apple, Bloomberg, Meta, Microsoft, PayPal, Yahoo",25.2,0.6050656775612677,https://leetcode.com/problems/count-and-say,String,String
Find the Duplicate Number,MEDIUM,8,"Amazon, Citadel, Goldman Sachs, Google, IBM, JP Morgan, NVIDIA, Oracle",50.9,62.84%,https://leetcode.com/problems/find-the-duplicate-number,"Array, Binary Search, Bit Manipulation, Two Pointers","Array, Binary Search, Bit Manipulation, Two Pointers"
